order_id,customer_id,product_id,category,price,discount,quantity,payment_method,order_date,delivered_date,region,returned,return_reason,total_amount,shipping_cost,profit_margin,customer_age,customer_gender,delivery_lead_time,is_returned,price_bucket,high_discount,is_cod,return_probability
O110043,C15377,P239177,Electronics,529.73,0.0,1,UPI,2024-08-06,2024-08-11,East,No,Not Returned,529.73,8.58,54.99,40,Male,5,0,Medium,0,0,0.07342149211547506
O110046,C16022,P204134,Electronics,396.9,0.1,5,UPI,2024-12-03,2024-12-11,East,No,Not Returned,1786.05,11.0,203.33,28,Female,8,0,Low,0,0,0.07648501349747666
O110051,C16159,P247312,Electronics,212.14,0.05,1,UPI,2024-12-31,2025-01-08,East,Yes,Slow delivery,201.53,7.98,16.2,58,Male,8,1,Low,0,0,0.07479026817294704
O110060,C11420,P211858,Home,176.05,0.05,4,Credit Card,2025-06-17,2025-06-22,East,No,Not Returned,668.99,11.72,175.6,32,Male,5,0,Low,0,0,0.07607321287346784
O110065,C12892,P225151,Electronics,846.66,0.15,1,COD,2023-11-20,2023-11-27,West,No,Not Returned,719.66,11.42,74.94,25,Male,7,0,Medium,0,1,0.09159654811940011
O110068,C16509,P221927,Electronics,188.18,0.05,1,Credit Card,2023-12-28,2024-01-03,East,No,Not Returned,178.77,9.35,12.1,50,Female,6,0,Low,0,0,0.08076143136433736
O110070,C10654,P212378,Electronics,235.91,0.0,1,PayPal,2023-12-07,2023-12-10,North,No,Not Returned,235.91,9.15,19.16,47,Male,3,0,Low,0,0,0.07316005504455275
O110075,C15159,P201360,Electronics,384.25,0.0,1,PayPal,2024-12-09,2024-12-13,West,No,Not Returned,384.25,9.16,36.95,54,Male,4,0,Low,0,0,0.07548517789667822
O110081,C13823,P232973,Electronics,263.21,0.1,4,UPI,2024-07-11,2024-07-15,South,No,Not Returned,947.56,12.12,101.59,44,Female,4,0,Low,0,0,0.08679539069857246
O110101,C11959,P234493,Electronics,162.67,0.0,2,Debit Card,2025-01-17,2025-01-24,West,No,Not Returned,325.34,9.34,29.7,43,Male,7,0,Low,0,0,0.0813745099510798
O110102,C12508,P209306,Electronics,285.6,0.0,1,Debit Card,2023-11-05,2023-11-13,East,Yes,Slow delivery,285.6,9.15,25.12,51,Male,8,1,Low,0,0,0.0848629708792167
O110106,C10989,P201425,Electronics,268.67,0.0,3,UPI,2023-10-20,2023-10-27,East,No,Not Returned,806.01,10.78,85.94,21,Female,7,0,Low,0,0,0.08742805399112848
O110107,C14284,P201733,Electronics,442.82,0.0,1,Debit Card,2024-10-24,2024-10-30,East,No,Not Returned,442.82,8.51,44.63,20,Female,6,0,Low,0,0,0.07509249598447142
O110123,C17688,P226226,Sports,41.57,0.05,1,Debit Card,2024-11-08,2024-11-14,South,No,Not Returned,39.49,8.42,3.43,69,Male,6,0,Low,0,0,0.0726401703258602
O110127,C12803,P242484,Electronics,659.9,0.0,1,Debit Card,2024-06-24,2024-06-29,East,No,Not Returned,659.9,9.55,69.64,50,Female,5,0,Medium,0,0,0.08091105665535353
O110136,C11868,P214271,Electronics,471.27,0.0,1,Credit Card,2025-01-23,2025-01-28,East,No,Not Returned,471.27,10.13,46.42,60,Female,5,0,Low,0,0,0.08564148797427702
O110157,C15802,P234620,Electronics,149.88,0.0,1,Credit Card,2023-11-14,2023-11-20,East,No,Not Returned,149.88,8.19,9.8,28,Male,6,0,Low,0,0,0.0726552094678201
O110165,C14277,P249364,Electronics,496.91,0.05,1,Debit Card,2024-11-20,2024-11-27,East,No,Not Returned,472.06,9.5,47.15,21,Female,7,0,Low,0,0,0.08476016098537781
O110178,C13681,P243611,Electronics,415.27,0.0,1,UPI,2024-03-26,2024-04-01,South,No,Not Returned,415.27,10.06,39.77,44,Male,6,0,Low,0,0,0.0875731163900712
O110180,C14196,P226671,Electronics,295.48,0.0,3,UPI,2024-05-03,2024-05-06,North,No,Not Returned,886.44,10.8,95.57,29,Male,3,0,Low,0,0,0.07705709235254514
O110184,C11332,P237591,Home,44.04,0.0,2,Credit Card,2024-10-19,2024-10-24,West,No,Not Returned,88.08,9.53,15.13,60,Female,5,0,Low,0,0,0.07814401034155362
O110201,C13099,P225940,Electronics,261.66,0.0,4,Credit Card,2023-11-23,2023-11-28,East,No,Not Returned,1046.64,11.48,114.12,43,Male,5,0,Low,0,0,0.08428496217096439
O110208,C12793,P214900,Electronics,2653.17,0.0,1,Credit Card,2025-02-14,2025-02-19,East,No,Not Returned,2653.17,11.45,306.93,30,Male,5,0,High,0,0,0.09818066516414324
O110211,C12911,P210960,Electronics,1297.91,0.1,1,UPI,2023-11-20,2023-11-23,North,No,Not Returned,1168.12,9.81,130.36,49,Male,3,0,Medium,0,0,0.07850566619421788
O110219,C15289,P204674,Electronics,639.16,0.1,3,PayPal,2025-08-23,2025-08-27,North,No,Not Returned,1725.73,11.36,195.73,34,Female,4,0,Medium,0,0,0.07464622805234848
O110220,C17925,P241862,Electronics,1129.15,0.0,1,Credit Card,2024-11-10,2024-11-13,North,No,Not Returned,1129.15,11.26,124.24,54,Female,3,0,Medium,0,0,0.09046333137305414
O110244,C15287,P230766,Home,423.06,0.05,1,UPI,2024-11-01,2024-11-05,Central,No,Not Returned,401.91,10.11,102.42,52,Female,4,0,Low,0,0,0.07433193457818012
O110253,C16617,P230568,Sports,273.23,0.0,1,PayPal,2025-05-04,2025-05-09,West,No,Not Returned,273.23,9.45,72.52,65,Male,5,0,Low,0,0,0.07398178484338164
O110257,C15580,P234392,Electronics,869.24,0.1,1,Debit Card,2025-03-06,2025-03-13,East,No,Not Returned,782.32,10.6,83.28,65,Female,7,0,Medium,0,0,0.09455958994982563
O110277,C10587,P221625,Electronics,1093.18,0.05,1,UPI,2024-06-07,2024-06-14,East,No,Not Returned,1038.52,10.02,114.6,69,Female,7,0,Medium,0,0,0.08989969424800577
O110285,C17865,P236200,Electronics,979.16,0.0,1,UPI,2025-08-30,2025-09-03,Central,No,Not Returned,979.16,10.44,107.06,18,Female,4,0,Medium,0,0,0.08588684248845833
O110293,C16671,P226595,Electronics,1331.38,0.05,1,Wallet,2024-12-01,2024-12-05,West,No,Not Returned,1264.81,11.5,140.28,32,Male,4,0,Medium,0,0,0.09550297123393568
O110298,C13057,P241600,Electronics,199.52,0.1,1,Credit Card,2024-07-04,2024-07-07,Central,No,Not Returned,179.57,9.49,12.06,33,Female,3,0,Low,0,0,0.07418575185123244
O110318,C10579,P233313,Fashion,63.68,0.0,4,Debit Card,2024-03-04,2024-03-10,West,No,Not Returned,254.72,9.47,79.68,57,Female,6,0,Low,0,0,0.07247642046965558
O110328,C14044,P210354,Electronics,518.37,0.0,2,Wallet,2024-04-26,2024-05-02,East,No,Not Returned,1036.74,12.36,112.05,52,Male,6,0,Medium,0,0,0.09955869581089642
O110341,C16747,P248390,Electronics,262.19,0.1,4,UPI,2024-04-11,2024-04-14,North,No,Not Returned,943.88,11.14,102.13,29,Female,3,0,Low,0,0,0.07649827602296821
O110348,C14144,P202484,Electronics,246.46,0.0,1,Credit Card,2024-01-08,2024-01-13,East,No,Not Returned,246.46,9.15,20.43,63,Female,5,0,Low,0,0,0.07764839487653089
O110375,C15497,P232887,Home,76.55,0.0,2,Debit Card,2023-11-08,2023-11-13,South,No,Not Returned,153.1,9.44,33.43,23,Female,5,0,Low,0,0,0.0757092716171972
O110394,C12533,P216296,Electronics,756.89,0.0,2,Credit Card,2024-04-23,2024-04-28,North,No,Not Returned,1513.78,10.64,171.01,21,Female,5,0,Medium,0,0,0.0780870357928896
O110397,C10155,P245009,Electronics,487.88,0.0,1,Credit Card,2024-05-01,2024-05-05,West,No,Not Returned,487.88,11.31,47.24,65,Female,4,0,Low,0,0,0.0934073681105261
O110406,C14114,P225471,Electronics,616.38,0.15,1,Credit Card,2024-04-13,2024-04-19,South,No,Not Returned,523.92,8.42,54.45,51,Male,6,0,Medium,0,0,0.07313733627730715
O110414,C14840,P222695,Electronics,562.24,0.2,1,Credit Card,2025-05-08,2025-05-14,East,No,Not Returned,449.79,9.36,44.61,25,Male,6,0,Medium,0,0,0.07967113482680716
O110435,C17116,P223830,Electronics,1012.9,0.05,1,Credit Card,2023-09-26,2023-10-02,West,No,Not Returned,962.25,11.3,104.17,59,Female,6,0,Medium,0,0,0.09886496967867898
O110440,C12556,P229289,Electronics,286.6,0.0,1,Credit Card,2024-11-06,2024-11-10,North,No,Not Returned,286.6,9.09,25.3,29,Male,4,0,Low,0,0,0.07493501510521906
O110453,C14378,P246799,Electronics,1485.49,0.0,2,Credit Card,2023-10-27,2023-11-01,Central,No,Not Returned,2970.98,12.15,344.37,52,Male,5,0,Medium,0,0,0.07916553746517994
O110480,C12332,P230707,Electronics,439.37,0.15,1,Credit Card,2024-01-12,2024-01-16,West,No,Not Returned,373.46,9.6,35.22,62,Female,4,0,Low,0,0,0.07709339433136778
O110511,C11749,P219404,Electronics,984.17,0.2,1,Wallet,2024-11-01,2024-11-04,Central,No,Not Returned,787.34,9.51,84.97,21,Male,3,0,Medium,0,0,0.07528638720159783
O110512,C12842,P215380,Electronics,265.04,0.0,5,PayPal,2024-04-06,2024-04-11,South,No,Not Returned,1325.2,11.48,147.54,61,Female,5,0,Low,0,0,0.07999267650023216
O110516,C17827,P206897,Electronics,226.54,0.0,2,Credit Card,2023-11-20,2023-11-26,Central,No,Not Returned,453.08,9.44,44.93,41,Male,6,0,Low,0,0,0.07884159613426034
O110520,C16252,P214219,Electronics,522.65,0.05,1,COD,2023-09-15,2023-09-18,Central,No,Not Returned,496.52,10.96,48.62,28,Male,3,0,Medium,0,1,0.0780555769234338
O110521,C16784,P216441,Fashion,255.58,0.0,1,COD,2024-11-14,2024-11-18,Central,No,Not Returned,255.58,11.04,78.41,59,Male,4,0,Low,0,1,0.07424921903059668
O110533,C17194,P203343,Electronics,487.03,0.3,3,Debit Card,2025-07-25,2025-08-03,East,No,Not Returned,1022.76,9.45,113.28,56,Male,9,0,Low,1,0,0.07580792099268453
O110550,C16074,P222329,Electronics,591.11,0.3,1,Wallet,2025-06-13,2025-06-19,East,No,Not Returned,413.78,9.38,40.27,53,Male,6,0,Medium,1,0,0.07894093639011443
O110552,C12440,P219169,Electronics,1580.23,0.05,2,Debit Card,2025-02-25,2025-03-05,West,No,Not Returned,3002.44,12.09,348.2,53,Female,8,0,Medium,0,0,0.08603249805103332
O110554,C16856,P237485,Electronics,604.57,0.2,1,Credit Card,2025-09-03,2025-09-07,South,No,Not Returned,483.66,10.22,47.82,51,Female,4,0,Medium,0,0,0.08193090424345087
O110562,C15517,P214490,Electronics,385.51,0.05,1,Debit Card,2024-03-09,2024-03-14,South,No,Not Returned,366.23,9.1,34.85,37,Female,5,0,Low,0,0,0.07666922006109324
O110568,C15055,P206018,Sports,109.87,0.0,2,UPI,2024-11-27,2024-12-06,East,No,Not Returned,219.74,8.35,57.57,42,Male,9,0,Low,0,0,0.07420047579005698
O110573,C16378,P221535,Electronics,590.5,0.0,1,Credit Card,2025-06-04,2025-06-08,South,No,Not Returned,590.5,9.54,61.32,34,Female,4,0,Medium,0,0,0.0784539008608847
O110576,C13230,P248095,Electronics,599.4,0.15,1,Debit Card,2024-03-10,2024-03-17,East,No,Not Returned,509.49,9.45,51.69,58,Male,7,0,Medium,0,0,0.08343118400788592
O110586,C16360,P233452,Fashion,25.46,0.0,3,Debit Card,2025-04-12,2025-04-19,East,No,Not Returned,76.38,8.29,18.44,41,Female,7,0,Low,0,0,0.07276978587680148
O110593,C16276,P234293,Sports,37.72,0.0,4,UPI,2024-08-02,2024-08-07,West,No,Not Returned,150.88,9.16,36.1,63,Male,5,0,Low,0,0,0.07278512112566009
O110601,C16593,P238521,Electronics,274.58,0.1,1,Wallet,2024-11-22,2024-11-25,North,No,Not Returned,247.12,9.38,20.27,67,Male,3,0,Low,0,0,0.07349867557741169
O110646,C11292,P231109,Home,178.62,0.0,1,Debit Card,2025-08-29,2025-09-03,North,No,Not Returned,178.62,9.05,40.96,67,Female,5,0,Low,0,0,0.0734357179448233
O110672,C12371,P229733,Electronics,1428.13,0.05,1,Credit Card,2024-12-04,2024-12-08,West,Yes,Missing/Wrong item,1356.72,11.2,151.61,25,Female,4,1,Medium,0,0,0.0928537150033397
O110693,C11767,P237113,Electronics,868.28,0.0,1,UPI,2025-07-18,2025-07-26,East,No,Not Returned,868.28,10.66,93.53,58,Male,8,0,Medium,0,0,0.09860494839309049
O110696,C11872,P217381,Electronics,788.11,0.1,1,UPI,2024-05-13,2024-05-20,West,No,Not Returned,709.3,9.71,75.41,57,Male,7,0,Medium,0,0,0.08648688501050525
O110707,C12521,P212470,Electronics,453.85,0.0,1,UPI,2025-06-25,2025-06-29,West,No,Not Returned,453.85,8.96,45.5,35,Female,4,0,Low,0,0,0.07400867674749297
O110714,C13515,P213584,Home,366.85,0.15,1,Debit Card,2025-07-17,2025-07-23,North,No,Not Returned,311.82,10.86,76.45,69,Female,6,0,Low,0,0,0.08544071742266457
O110723,C11832,P217774,Electronics,260.64,0.0,4,COD,2023-11-15,2023-11-21,East,No,Not Returned,1042.56,11.86,113.25,41,Male,6,0,Low,0,1,0.08086202610801901
O110735,C13407,P237198,Electronics,221.47,0.0,1,Debit Card,2024-06-02,2024-06-07,East,No,Not Returned,221.47,8.61,17.97,39,Female,5,0,Low,0,0,0.07356635469291672
O110741,C10516,P239365,Electronics,858.89,0.15,1,Credit Card,2024-11-24,2024-11-29,East,No,Not Returned,730.06,9.59,78.02,63,Female,5,0,Medium,0,0,0.08040428160038025
O110743,C10522,P225976,Electronics,744.76,0.0,1,COD,2025-05-21,2025-05-26,North,No,Not Returned,744.76,9.75,79.62,21,Female,5,0,Medium,0,1,0.07397543692264599
O110747,C16327,P236174,Toys,39.15,0.0,4,Debit Card,2024-12-05,2024-12-09,North,No,Not Returned,156.6,10.04,52.6,66,Female,4,0,Low,0,0,0.07505721633859488
O110751,C12209,P227391,Electronics,650.08,0.0,1,Debit Card,2025-04-09,2025-04-13,North,No,Not Returned,650.08,9.21,68.8,66,Male,4,0,Medium,0,0,0.07593011897819764
O110754,C12590,P223691,Electronics,931.22,0.1,1,Credit Card,2025-06-14,2025-06-19,South,No,Not Returned,838.1,11.73,88.84,65,Male,5,0,Medium,0,0,0.09975232144907459
O110759,C15185,P206003,Electronics,873.07,0.2,1,UPI,2024-09-30,2024-10-04,West,No,Not Returned,698.46,10.16,73.66,59,Male,4,0,Medium,0,0,0.08235288391839228
O110760,C11093,P234032,Electronics,357.99,0.0,5,Debit Card,2025-01-02,2025-01-09,South,No,Not Returned,1789.95,11.24,203.55,36,Female,7,0,Low,0,0,0.07722629146066821
O110762,C12494,P249316,Electronics,817.86,0.1,1,Debit Card,2024-08-13,2024-08-18,South,No,Not Returned,736.07,11.8,76.53,24,Male,5,0,Medium,0,0,0.10018429034989969
O110765,C12488,P248345,Sports,198.03,0.0,1,UPI,2024-01-25,2024-01-28,North,No,Not Returned,198.03,10.06,49.35,59,Female,3,0,Low,0,0,0.07568550943103355
O110774,C16538,P207594,Sports,244.86,0.0,1,Credit Card,2024-06-07,2024-06-13,East,No,Not Returned,244.86,8.91,64.55,55,Female,6,0,Low,0,0,0.07279565437118088
O110782,C14095,P230120,Electronics,738.24,0.0,2,Debit Card,2024-07-05,2024-07-10,West,No,Not Returned,1476.48,12.78,164.4,33,Male,5,0,Medium,0,0,0.09676655002943467
O110798,C12180,P220449,Sports,205.3,0.0,1,UPI,2025-05-30,2025-06-03,Central,No,Not Returned,205.3,9.75,51.84,65,Male,4,0,Low,0,0,0.07543867011132341
O110801,C15285,P222585,Electronics,418.51,0.0,1,Debit Card,2023-12-12,2023-12-19,South,No,Not Returned,418.51,10.28,39.94,50,Male,7,0,Low,0,0,0.09214865864723809
O110822,C17777,P204847,Home,154.0,0.05,1,UPI,2024-05-30,2024-06-06,West,No,Not Returned,146.3,8.93,32.03,58,Female,7,0,Low,0,0,0.07683904033727902
O110836,C12707,P212277,Electronics,81.73,0.0,2,UPI,2024-07-05,2024-07-14,East,No,Not Returned,163.46,7.61,12.01,46,Male,9,0,Low,0,0,0.07379040224389806
O110837,C17959,P215448,Electronics,1718.65,0.05,1,Credit Card,2024-10-04,2024-10-08,South,Yes,Defective,1632.72,12.07,183.86,36,Male,4,1,Medium,0,0,0.10144715444963101
O110848,C10564,P243752,Home,104.31,0.05,1,PayPal,2025-06-08,2025-06-12,North,No,Not Returned,99.09,9.36,18.39,57,Female,4,0,Low,0,0,0.07420200042761861
O110862,C11928,P248125,Electronics,666.3,0.0,1,Debit Card,2024-10-19,2024-10-24,South,No,Not Returned,666.3,9.48,70.48,30,Male,5,0,Medium,0,0,0.0803519837822055
O110876,C12419,P222904,Electronics,918.77,0.0,2,Debit Card,2024-10-19,2024-10-23,North,No,Not Returned,1837.54,11.91,208.59,48,Female,4,0,Medium,0,0,0.08343608200230616
O110906,C17653,P236191,Electronics,178.97,0.0,3,Credit Card,2024-06-10,2024-06-15,North,No,Not Returned,536.91,10.32,54.11,20,Male,5,0,Low,0,0,0.08145868091058579
O110918,C10580,P227629,Home,78.62,0.0,2,Debit Card,2024-11-10,2024-11-15,South,No,Not Returned,157.24,9.23,34.8,61,Female,5,0,Low,0,0,0.07402971620609342
O110921,C14001,P234487,Electronics,888.46,0.1,1,Credit Card,2023-12-31,2024-01-03,Central,No,Not Returned,799.61,11.51,84.44,54,Female,3,0,Medium,0,0,0.09202599105999795
O110947,C12302,P207508,Electronics,336.23,0.0,4,Debit Card,2025-01-08,2025-01-12,South,No,Not Returned,1344.92,11.34,150.05,41,Male,4,0,Low,0,0,0.07735454751198137
O110948,C12283,P247859,Electronics,1001.71,0.0,1,UPI,2025-08-28,2025-09-01,North,No,Not Returned,1001.71,10.76,109.45,57,Female,4,0,Medium,0,0,0.08864581234211691
O110962,C14958,P214454,Electronics,168.24,0.0,2,PayPal,2024-01-23,2024-01-28,East,Yes,Missing/Wrong item,336.48,10.53,29.85,21,Female,5,1,Low,0,0,0.08621309504611036
O110966,C13382,P220403,Fashion,89.02,0.0,2,UPI,2024-12-11,2024-12-19,South,Yes,Slow delivery,178.04,9.36,52.95,63,Female,8,1,Low,0,0,0.0797952330942073
O110982,C14724,P244535,Electronics,681.97,0.0,1,Debit Card,2025-08-24,2025-08-28,Central,No,Not Returned,681.97,10.55,71.29,31,Male,4,0,Medium,0,0,0.08673904643171215
O110987,C10199,P237242,Electronics,284.86,0.15,1,PayPal,2023-11-02,2023-11-08,North,No,Not Returned,242.13,10.66,18.4,39,Female,6,0,Low,0,0,0.090380376003445
O111006,C11417,P212445,Home,122.87,0.0,1,Credit Card,2023-11-01,2023-11-08,East,No,Not Returned,122.87,8.61,25.79,31,Female,7,0,Low,0,0,0.07564468096072406
O111042,C17131,P242774,Electronics,1486.25,0.05,1,PayPal,2023-12-02,2023-12-07,South,No,Not Returned,1411.94,10.46,158.97,41,Other,5,0,Medium,0,0,0.0889753714482764
O111057,C12584,P206889,Electronics,849.62,0.05,1,Credit Card,2024-10-19,2024-10-28,East,No,Not Returned,807.14,8.6,88.26,49,Female,9,0,Medium,0,0,0.08261819557826568
O111061,C11152,P229146,Electronics,188.49,0.1,1,Debit Card,2024-12-16,2024-12-21,South,No,Not Returned,169.64,8.84,11.52,42,Male,5,0,Low,0,0,0.0737665832080421
O111070,C16149,P233388,Electronics,263.4,0.0,1,UPI,2025-03-20,2025-03-24,South,No,Not Returned,263.4,8.84,22.77,27,Male,4,0,Low,0,0,0.07307825178766625
O111096,C14844,P238754,Electronics,134.43,0.0,3,PayPal,2025-06-03,2025-06-09,West,No,Not Returned,403.29,8.76,39.63,55,Male,6,0,Low,0,0,0.07305175819424574
O111114,C13618,P201650,Electronics,268.02,0.15,2,PayPal,2024-09-07,2024-09-13,East,No,Not Returned,455.63,9.84,44.84,39,Male,6,0,Low,0,0,0.07978123359420795
O111151,C13787,P236479,Electronics,752.54,0.0,2,UPI,2025-06-19,2025-06-22,North,No,Not Returned,1505.08,12.01,168.6,55,Other,3,0,Medium,0,0,0.08439125038646766
O111155,C12208,P226155,Electronics,661.92,0.05,1,Debit Card,2024-07-28,2024-08-01,South,No,Not Returned,628.82,9.42,66.04,58,Male,4,0,Medium,0,0,0.07711233999844756
O111158,C17758,P212507,Electronics,308.88,0.0,2,Debit Card,2025-01-13,2025-01-19,East,Yes,No longer needed,617.76,11.83,62.3,31,Male,6,1,Low,0,0,0.0982546568850065
O111160,C15096,P249007,Electronics,959.12,0.05,1,Debit Card,2024-12-25,2024-12-29,North,No,Not Returned,911.16,9.17,100.17,49,Female,4,0,Medium,0,0,0.07550140476451397
O111176,C15231,P249620,Fashion,87.36,0.05,2,Debit Card,2024-11-24,2024-11-28,Central,No,Not Returned,165.98,9.98,48.11,66,Male,4,0,Low,0,0,0.07496532502096181
O111185,C12642,P220087,Electronics,452.58,0.0,1,Debit Card,2024-03-10,2024-03-18,East,No,Not Returned,452.58,8.08,46.23,38,Female,8,0,Low,0,0,0.07634895091203672
O111197,C15475,P248109,Electronics,709.89,0.0,1,Debit Card,2024-01-27,2024-02-01,East,No,Not Returned,709.89,9.52,75.67,30,Male,5,0,Medium,0,0,0.08068360789435086
O111216,C16182,P224505,Electronics,465.2,0.0,1,Debit Card,2024-11-08,2024-11-13,East,No,Not Returned,465.2,8.51,47.31,45,Male,5,0,Low,0,0,0.07289376463722823
O111217,C11308,P205559,Electronics,727.53,0.0,1,Debit Card,2025-06-09,2025-06-14,West,No,Not Returned,727.53,9.63,77.67,20,Male,5,0,Medium,0,0,0.08157500374397914
O111228,C16093,P222841,Electronics,676.17,0.0,1,Credit Card,2024-01-14,2024-01-19,East,No,Not Returned,676.17,10.72,70.42,42,Male,5,0,Medium,0,0,0.09082642422316754
O111238,C14025,P244843,Sports,194.78,0.0,2,Wallet,2024-11-06,2024-11-11,South,No,Not Returned,389.56,10.05,106.82,26,Female,5,0,Low,0,0,0.07316918055882217
O111239,C12918,P219431,Electronics,199.89,0.05,1,Debit Card,2024-11-05,2024-11-14,East,No,Not Returned,189.9,8.24,14.55,40,Male,9,0,Low,0,0,0.07905567278894682
O111249,C17396,P202045,Electronics,531.66,0.0,1,UPI,2024-03-10,2024-03-14,South,No,Not Returned,531.66,9.78,54.02,31,Male,4,0,Medium,0,0,0.08033307252593687
O111257,C17926,P247561,Electronics,332.85,0.0,1,Credit Card,2023-11-05,2023-11-10,North,No,Not Returned,332.85,9.13,30.81,49,Male,5,0,Low,0,0,0.07751691193408151
O111266,C13242,P207775,Electronics,235.6,0.0,1,Debit Card,2024-07-28,2024-08-04,West,No,Not Returned,235.6,8.01,20.26,64,Female,7,0,Low,0,0,0.0735399780016247
O111283,C15016,P238466,Electronics,511.8,0.0,2,Credit Card,2025-06-21,2025-06-26,East,No,Not Returned,1023.6,10.75,112.08,26,Female,5,0,Medium,0,0,0.0826487515534415
O111302,C16769,P221942,Home,657.87,0.0,1,Debit Card,2024-11-18,2024-11-22,South,No,Not Returned,657.87,11.05,173.15,50,Female,4,0,Medium,0,0,0.0771456226553765
O111303,C14157,P242695,Electronics,1389.4,0.0,1,UPI,2023-10-01,2023-10-07,South,No,Not Returned,1389.4,11.08,155.65,37,Male,6,0,Medium,0,0,0.09709306893513471
O111316,C17480,P208170,Fashion,28.46,0.0,5,UPI,2024-12-24,2024-12-31,East,No,Not Returned,142.3,9.1,40.7,67,Male,7,0,Low,0,0,0.07609874966317656
O111320,C10886,P249327,Electronics,476.79,0.15,1,UPI,2025-05-13,2025-05-22,South,No,Not Returned,405.27,9.03,39.6,69,Male,9,0,Low,0,0,0.08456631262200401
O111331,C17541,P242606,Electronics,589.7,0.0,1,UPI,2025-03-30,2025-04-02,North,No,Not Returned,589.7,9.54,61.22,31,Female,3,0,Medium,0,0,0.07615877857654015
O111339,C17805,P241596,Electronics,179.37,0.05,4,Credit Card,2024-11-30,2024-12-06,East,No,Not Returned,681.61,9.3,72.49,65,Female,6,0,Low,0,0,0.0728709722899352
O111341,C10541,P203820,Electronics,579.28,0.0,4,Credit Card,2024-06-09,2024-06-14,South,No,Not Returned,2317.12,12.9,265.15,64,Female,5,0,Medium,0,0,0.08104582255099668
O111350,C15000,P232333,Electronics,841.21,0.05,1,Debit Card,2025-04-11,2025-04-17,East,No,Not Returned,799.15,9.41,86.49,59,Other,6,0,Medium,0,0,0.08192617041020948
O111362,C12722,P202234,Electronics,881.85,0.0,2,Wallet,2024-03-03,2024-03-07,Central,No,Not Returned,1763.7,11.46,200.18,57,Male,4,0,Medium,0,0,0.0803462966241919
O111368,C17925,P244667,Electronics,184.99,0.0,3,Debit Card,2025-06-02,2025-06-06,South,No,Not Returned,554.97,10.81,55.79,22,Female,4,0,Low,0,0,0.08283634619324869
O111382,C11353,P230550,Home,209.35,0.0,1,PayPal,2024-07-03,2024-07-08,South,No,Not Returned,209.35,10.05,48.57,53,Female,5,0,Low,0,0,0.08051027660444438
O111395,C17734,P212534,Home,443.84,0.0,1,Credit Card,2024-09-01,2024-09-06,West,No,Not Returned,443.84,10.27,114.01,34,Female,5,0,Low,0,0,0.07758962394063698
O111402,C17575,P220032,Electronics,157.04,0.0,5,Credit Card,2024-11-14,2024-11-22,East,No,Not Returned,785.2,9.43,84.79,35,Female,8,0,Low,0,0,0.07739381642442393
O111404,C15317,P226589,Electronics,1005.38,0.05,1,Debit Card,2024-02-17,2024-02-21,North,No,Not Returned,955.11,11.36,103.25,54,Male,4,0,Medium,0,0,0.09381797442922225
O111415,C11894,P227387,Electronics,553.41,0.1,2,Debit Card,2025-04-27,2025-05-02,Central,Yes,Missing/Wrong item,996.14,12.32,107.22,38,Male,5,1,Medium,0,0,0.09547433917468978
O111439,C11352,P222805,Fashion,107.2,0.0,1,Debit Card,2025-05-28,2025-06-04,West,No,Not Returned,107.2,8.45,29.07,26,Male,7,0,Low,0,0,0.07384892411551565
O111456,C10701,P222031,Electronics,400.5,0.0,1,Debit Card,2024-10-17,2024-10-24,South,No,Not Returned,400.5,9.5,38.56,62,Female,7,0,Low,0,0,0.08533287552416592
O111458,C11919,P217081,Electronics,245.39,0.0,1,UPI,2024-03-21,2024-03-27,West,No,Not Returned,245.39,8.5,20.95,20,Female,6,0,Low,0,0,0.07496795029616352
O111489,C15738,P205724,Electronics,900.8,0.0,1,Credit Card,2024-06-09,2024-06-14,North,No,Not Returned,900.8,8.57,99.53,61,Male,5,0,Medium,0,0,0.07343881024777786
O111501,C12976,P224830,Electronics,1454.76,0.15,1,COD,2024-06-27,2024-06-30,Central,No,Not Returned,1236.55,12.71,135.68,21,Male,3,0,Medium,0,1,0.0942674016453963
O111502,C13737,P223955,Electronics,687.66,0.15,1,COD,2025-01-25,2025-01-31,South,No,Not Returned,584.51,9.67,60.47,68,Male,6,0,Medium,0,1,0.07439765962988591
O111517,C11095,P234303,Electronics,706.83,0.05,1,PayPal,2023-11-15,2023-11-18,North,No,Not Returned,671.49,9.23,71.35,66,Male,3,0,Medium,0,0,0.07348669408493354
O111519,C16985,P234796,Electronics,261.63,0.0,1,Debit Card,2025-08-16,2025-08-21,South,No,Not Returned,261.63,8.68,22.72,47,Male,5,0,Low,0,0,0.07409319880344613
O111520,C15904,P229602,Electronics,772.28,0.0,1,UPI,2024-07-19,2024-07-24,West,No,Not Returned,772.28,10.1,82.57,26,Male,5,0,Medium,0,0,0.08547299882543005
O111524,C13257,P206486,Electronics,948.49,0.15,1,Credit Card,2024-06-28,2024-07-02,West,No,Not Returned,806.22,9.5,87.25,48,Female,4,0,Medium,0,0,0.07758172952408429
O111530,C11561,P246941,Electronics,314.62,0.0,1,Credit Card,2024-12-31,2025-01-05,South,No,Not Returned,314.62,10.23,27.52,35,Male,5,0,Low,0,0,0.08644682911660762
